emp_no,first_name,last_name,birth_date,from_date,to_date,dept_name
92007,Arco,Dymetman,1954-03-21,1998-01-19,9999-01-01,Development
92030,Vitaly,Zobel,1952-04-25,1999-11-15,9999-01-01,Marketing
92036,Munenori,Hockney,1964-02-19,1998-12-22,9999-01-01,Human Resources
92255,Geraldo,Leslie,1957-09-12,1998-05-13,9999-01-01,Production
92343,Herbert,Karlin,1963-10-30,1999-02-03,9999-01-01,Customer Service
92391,Sandeepan,Zallocco,1954-10-22,1999-08-10,9999-01-01,Development
92396,Baziley,Couchot,1952-09-22,1998-11-01,9999-01-01,Research
92412,Ger,Lindenbaum,1954-09-29,1998-01-21,9999-01-01,Sales
92478,Kazuhiro,Perl,1957-06-09,1999-03-28,9999-01-01,Production
92499,Valery,Jording,1953-04-20,2000-01-16,9999-01-01,Research
92558,Radhakrishnan,Diderrich,1961-09-19,1998-01-19,9999-01-01,Sales
92653,Martijn,Fortenbacher,1964-08-17,1999-11-02,9999-01-01,Production
92708,Siamak,Krohn,1958-06-23,1998-01-22,9999-01-01,Production
92778,Gudjon,Granlund,1957-12-24,1998-02-28,9999-01-01,Production
92814,Parviz,Godskesen,1964-07-28,1999-02-16,9999-01-01,Production
92997,Richard,Demos,1962-01-28,1999-12-13,9999-01-01,Human Resources
93005,Yurij,Munos,1952-12-17,1998-11-01,9999-01-01,Sales
93009,Miyeon,Penttonen,1964-11-03,1999-01-14,9999-01-01,Finance
93097,Masaki,Saoudi,1963-02-14,1998-12-13,9999-01-01,Development
93098,Hatim,Falck,1958-04-11,1998-06-04,9999-01-01,Development
93122,Nobuyoshi,Greibach,1957-11-20,1999-12-10,9999-01-01,Human Resources
93187,Xuedong,Showalter,1959-07-20,1998-03-16,9999-01-01,Finance
93223,Vishwani,Templeman,1960-10-10,1999-01-08,9999-01-01,Sales
93275,Brewster,Iisaka,1958-04-24,2000-10-24,9999-01-01,Marketing
93304,Leucio,Benveniste,1958-05-12,2000-01-04,9999-01-01,Sales
93320,Hidde,Cichocki,1959-07-13,1998-06-13,9999-01-01,Marketing
93353,Wanqing,Keustermans,1964-09-09,1998-05-28,9999-01-01,Development
93441,Yunming,Valette,1953-10-10,2002-05-02,9999-01-01,Customer Service
93517,Nikolaos,Demos,1958-03-23,1999-11-01,9999-01-01,Development
93621,Yishai,Goodrum,1953-03-10,1998-08-30,9999-01-01,Production
93816,Sushant,Rothe,1958-10-22,1999-01-08,9999-01-01,Quality Management
93876,Baziley,Gulak,1960-12-08,1998-03-18,9999-01-01,Production
93913,Goncalo,Trogemann,1958-06-17,1998-10-12,9999-01-01,Sales
93916,Rosalie,Rousseau,1957-08-14,2002-03-19,9999-01-01,Research
94050,LiMin,Fraisse,1953-09-17,1998-01-19,9999-01-01,Customer Service
94146,Utz,Chenney,1962-08-22,2000-01-28,9999-01-01,Development
94443,Dinah,Merks,1958-08-03,1999-08-24,9999-01-01,Customer Service
94485,Jaber,Awdeh,1958-10-02,1999-06-07,9999-01-01,Research
94550,Udi,Gimbel,1952-10-29,1998-01-25,9999-01-01,Sales
94646,Mahendra,Kawashimo,1956-05-08,1999-08-03,9999-01-01,Research
94727,Yuuichi,Hardjono,1959-03-09,1998-06-07,9999-01-01,Development
94812,Koichi,Roisin,1955-10-11,2000-01-20,9999-01-01,Research
94955,Jaber,Honiden,1953-01-21,2000-01-10,9999-01-01,Development
94975,Sarita,Petersohn,1954-12-22,1999-04-22,9999-01-01,Production
95097,Mohit,Melichar,1957-05-03,1999-08-07,9999-01-01,Production
95111,Maik,Matzke,1955-06-21,1999-12-19,9999-01-01,Sales
95156,Zhigen,Katiyar,1955-12-07,1998-05-08,9999-01-01,Sales
95189,Rayond,Speek,1953-01-04,1999-07-12,9999-01-01,Human Resources
95268,Tse,Falck,1963-08-22,1998-10-14,9999-01-01,Marketing
95357,Aria,Karunanithi,1955-08-10,2001-08-24,9999-01-01,Production
95438,Bluma,Mersereau,1954-02-20,1998-08-05,9999-01-01,Development
95440,Hsiangchu,Dulay,1963-10-01,1999-03-17,9999-01-01,Production
95521,Yuichiro,Savasere,1955-11-11,1999-02-16,9999-01-01,Production
95634,Ottavia,Templeman,1954-10-30,1998-12-02,9999-01-01,Finance
95637,Tadahiko,Braunschweig,1960-04-27,1999-10-19,9999-01-01,Development
95677,Denis,Poujol,1958-06-13,1998-06-27,9999-01-01,Production
95818,Chenxi,Bael,1964-04-03,1998-11-08,9999-01-01,Sales
95844,Perla,Chenney,1955-03-14,1998-07-28,9999-01-01,Customer Service
95861,Lobel,Ernst,1959-02-26,1999-06-18,9999-01-01,Human Resources
95870,Manibrata,Bennet,1955-10-07,1999-08-28,9999-01-01,Development
95894,Fuqing,Gurbaxani,1962-07-02,1998-05-22,9999-01-01,Sales
95911,Mariusz,Vrecion,1956-05-01,1999-09-13,9999-01-01,Development
95915,Ung,Marsiglia,1955-03-08,1998-12-20,9999-01-01,Development
95952,Vasilis,Schneeberger,1956-01-06,1998-01-22,9999-01-01,Sales
95977,Hirochika,Gladwell,1955-02-06,1998-11-27,9999-01-01,Development
96017,Shem,Morrow,1952-05-17,1999-10-12,9999-01-01,Development
96160,Noritoshi,Encarnacion,1959-02-17,1999-05-10,9999-01-01,Sales
96199,Bluma,Sadowski,1959-06-13,1999-10-30,9999-01-01,Development
96218,Debaprosad,Shihab,1960-03-05,1998-12-02,9999-01-01,Production
96489,Mart,Braunmuhl,1958-06-17,1998-11-08,9999-01-01,Customer Service
96519,Rajmohan,Angiulli,1962-05-06,1999-02-13,9999-01-01,Human Resources
96636,Poornachandra,Walstra,1959-07-17,1998-10-28,9999-01-01,Production
96654,Lijie,Veldwijk,1964-07-31,1998-02-02,9999-01-01,Development
96687,Shugo,Serot,1961-02-20,1998-03-22,9999-01-01,Finance
96761,Murthy,Markovitch,1958-02-27,1998-10-27,9999-01-01,Sales
96796,Valeri,Bail,1961-06-23,1998-12-03,9999-01-01,Development
96798,Jinya,Siochi,1959-05-24,2001-05-24,9999-01-01,Customer Service
96879,Padma,Oxenboll,1959-12-08,1998-02-21,9999-01-01,Production
96942,Lokesh,Socorro,1959-06-08,1999-11-17,9999-01-01,Development
97010,Marin,Veccia,1959-04-09,2000-01-24,9999-01-01,Human Resources
97027,Mountaz,Georgatos,1952-08-25,1999-08-04,9999-01-01,Sales
97079,Naftaly,Khalid,1963-12-18,1998-08-03,9999-01-01,Development
97106,Herbert,Speek,1957-06-11,1998-04-11,9999-01-01,Finance
97172,Keung,Champarnaud,1956-03-22,1998-12-18,9999-01-01,Finance
97318,Rosalie,Facello,1961-12-26,1999-04-30,9999-01-01,Marketing
97397,Zhiguo,Gniady,1964-03-02,1999-05-30,9999-01-01,Finance
97454,Xinyu,Bugrara,1961-05-28,1999-04-14,9999-01-01,Sales
97526,Sudhanshu,Zongker,1959-08-10,2001-10-17,9999-01-01,Customer Service
97528,Boutros,Panangaden,1962-10-26,1999-08-30,9999-01-01,Production
97559,Zhaofang,Mawatari,1961-11-13,1999-01-29,9999-01-01,Sales
97659,Aruna,Greenaway,1954-05-26,1999-03-09,9999-01-01,Customer Service
97710,Reinhard,Cyne,1962-11-10,1999-12-21,9999-01-01,Development
97778,Huan,Couchot,1962-09-22,1999-01-14,9999-01-01,Research
97851,Dekang,Quittner,1962-11-22,1999-12-26,9999-01-01,Development
97936,Ramalingam,Solovay,1960-01-01,1999-11-21,9999-01-01,Quality Management
98031,Masaki,Petersohn,1954-04-09,2002-03-25,9999-01-01,Quality Management
98040,Ortrun,Pettis,1954-08-15,2000-05-21,9999-01-01,Quality Management
98042,Faiza,Babb,1958-07-16,1998-06-03,9999-01-01,Human Resources
98136,Hausi,Mellouli,1952-07-29,1999-07-25,9999-01-01,Sales
98158,Tze,Leivant,1953-06-03,1999-02-13,9999-01-01,Development
98208,Maria,Zeilberger,1963-03-08,1999-12-03,9999-01-01,Development
98257,Avishai,Businaro,1960-11-22,1998-03-13,9999-01-01,Sales
98406,Steen,Plump,1963-03-25,1998-01-18,9999-01-01,Development
98722,Jeanna,Kakkar,1960-02-01,1999-12-11,9999-01-01,Sales
98869,Lucian,Swen,1953-03-06,1998-07-22,9999-01-01,Marketing
99041,Navin,Msuda,1955-01-02,1998-12-22,9999-01-01,Finance
99051,Susanna,Swift,1962-05-24,1999-10-08,9999-01-01,Finance
99075,Filipp,Covnot,1961-08-14,1999-01-02,9999-01-01,Development
99331,Jongsuk,Zeidenstein,1953-10-21,1998-11-08,9999-01-01,Customer Service
99353,Arto,Merey,1956-01-07,1999-06-12,9999-01-01,Production
99361,Nevin,Brender,1959-08-07,1998-10-16,9999-01-01,Production
99474,Fuqing,Bamford,1956-06-11,1999-04-21,9999-01-01,Sales
99616,Peternela,Bierman,1952-12-03,1999-02-28,9999-01-01,Sales
99776,Saniya,Gronowski,1962-08-01,1999-12-14,9999-01-01,Development
99909,Stafford,Coorg,1954-01-23,1999-09-22,9999-01-01,Research
99911,Mahmut,Zallocco,1958-08-24,1998-08-23,9999-01-01,Finance
99941,Isaac,Serov,1963-10-23,1998-06-24,9999-01-01,Customer Service
99948,Rosine,Erdi,1960-06-04,1999-08-26,9999-01-01,Human Resources
99967,Zito,Randt,1959-05-20,1999-06-27,9999-01-01,Production
100055,Gladys,Versino,1963-12-01,1999-01-07,9999-01-01,Human Resources
100170,Alagu,Fiutem,1952-11-28,1998-11-04,9999-01-01,Sales
100195,Pasqua,Rusmann,1953-12-10,2000-01-27,9999-01-01,Sales
100199,Vasiliy,Veccia,1962-11-16,1999-01-08,9999-01-01,Development
100367,Yucai,Maraist,1956-07-01,1998-03-16,9999-01-01,Production
100377,Chiranjit,Luders,1962-08-26,1999-06-18,9999-01-01,Production
100515,Phuoc,Bratten,1955-07-14,1998-12-04,9999-01-01,Development
100563,Shahaf,Jonsson,1960-09-20,1998-11-17,9999-01-01,Sales
100578,Bojan,Schapire,1957-12-11,1998-04-12,9999-01-01,Human Resources
100585,Ekawit,Diderrich,1952-10-18,2002-01-06,9999-01-01,Customer Service
100604,Tsutomu,Nitsche,1962-11-07,1998-08-26,9999-01-01,Production
100768,Steen,Soicher,1958-12-02,1998-08-08,9999-01-01,Development
100943,Tuval,Merkl,1953-02-24,2000-01-09,9999-01-01,Production
100956,Armond,Gruenwald,1961-10-30,2000-04-22,9999-01-01,Marketing
100996,Steve,Camurati,1957-08-30,1999-03-02,9999-01-01,Quality Management
101089,Hirochika,Cmelik,1956-04-25,1998-12-09,9999-01-01,Human Resources
101113,Vugranam,Raczkowsky,1956-09-10,1999-02-04,9999-01-01,Quality Management
101217,Utpal,Colorni,1956-02-07,1999-11-22,9999-01-01,Customer Service
101238,Khue,Grandbois,1961-09-21,1999-11-14,9999-01-01,Production
101268,Jongsuk,DiGiano,1957-06-28,1998-09-26,9999-01-01,Development
101365,Fumitake,Solovay,1953-01-18,1999-11-16,9999-01-01,Sales
101381,Munehiko,Menhoudj,1953-10-18,2001-11-01,9999-01-01,Customer Service
101496,Akeno,Anguita,1952-05-25,1999-12-21,9999-01-01,Quality Management
101615,Shigehito,Berztiss,1962-01-04,1998-08-14,9999-01-01,Marketing
101661,Ortrun,Rahier,1956-08-06,1999-11-09,9999-01-01,Production
101680,Radhia,Narwekar,1960-03-09,1998-12-03,9999-01-01,Production
101682,Marek,Navazio,1956-02-26,2002-01-30,9999-01-01,Quality Management
101941,Oscal,Litzkow,1955-03-02,1999-08-05,9999-01-01,Sales
102117,Guoxiang,Rettelbach,1952-02-18,1998-09-24,9999-01-01,Development
102256,Djelloul,Pettis,1964-10-22,1998-08-27,9999-01-01,Sales
102308,Kerhong,Ossenbruggen,1960-07-30,1998-03-06,9999-01-01,Development
102324,Karoline,Flasterstein,1964-03-26,1999-03-03,9999-01-01,Research
102329,Salvador,Ranon,1957-06-01,1999-11-05,9999-01-01,Quality Management
102343,Indrajit,Nannarelli,1962-10-30,1998-01-12,9999-01-01,Research
102356,Subhash,Claffy,1961-11-18,1999-06-07,9999-01-01,Development
102408,Reinhold,Munos,1956-05-08,1999-08-27,9999-01-01,Human Resources
102424,Eishiro,Onuegbe,1959-09-23,1998-05-06,9999-01-01,Production
102425,Leucio,Bierman,1956-10-15,1999-12-02,9999-01-01,Marketing
102528,Gully,Casperson,1963-01-08,2000-01-07,9999-01-01,Development
102642,Prasadram,Zongker,1954-06-11,1998-07-16,9999-01-01,Development
102717,Babette,Bennis,1959-02-12,1998-07-30,9999-01-01,Finance
102768,Gretta,Conti,1954-07-31,1999-12-22,9999-01-01,Research
102773,Hein,Atrawala,1962-10-05,1998-04-26,9999-01-01,Sales
102826,Guozhong,Picco,1954-06-06,1999-02-21,9999-01-01,Research
102894,Uriel,Lanzelotte,1954-04-29,1999-11-11,9999-01-01,Production
103053,Duri,Delgrossi,1962-04-20,2000-01-21,9999-01-01,Production
103068,Pintsang,Schmiedel,1961-05-11,1999-12-02,9999-01-01,Production
103099,Hisao,Hatcliff,1962-11-18,1999-09-18,9999-01-01,Production
103101,Janche,Falco,1952-12-02,1999-04-21,9999-01-01,Development
103124,Ult,Dalton,1954-07-17,1998-02-18,9999-01-01,Sales
103168,Fumitaka,Vickson,1952-08-09,1999-06-26,9999-01-01,Development
103169,Zhenhua,Parascandalo,1954-05-26,1998-07-17,9999-01-01,Research
103182,Isaac,Pusterhofer,1964-06-23,1998-05-09,9999-01-01,Production
103200,Weicheng,Suwa,1956-06-28,1998-05-25,9999-01-01,Sales
103208,Charmane,Cannard,1952-10-28,1999-05-09,9999-01-01,Marketing
103297,Theron,Ranum,1957-09-30,1999-12-27,9999-01-01,Marketing
103317,Aram,Werthner,1962-06-09,1998-08-14,9999-01-01,Sales
103429,Kristina,Siksek,1958-10-21,1998-04-01,9999-01-01,Finance
103441,Udi,Foote,1961-03-21,1998-05-01,9999-01-01,Development
103443,Mari,Dalton,1959-12-02,1998-10-16,9999-01-01,Sales
103512,Youjian,Bach,1952-03-14,1999-02-23,9999-01-01,Customer Service
103542,Dmitry,Farrow,1955-02-22,2000-10-12,9999-01-01,Customer Service
103548,Arun,Zaiane,1961-07-31,1998-10-18,9999-01-01,Production
103613,Domenick,Vandervoorde,1958-10-15,1999-07-17,9999-01-01,Quality Management
103638,Tesuya,Heijenga,1964-10-30,1999-11-14,9999-01-01,Production
103687,Shirish,Stenning,1952-11-04,2000-10-14,9999-01-01,Quality Management
103785,Heejo,Kropatsch,1955-04-30,1999-08-09,9999-01-01,Finance
103814,Arco,Brlek,1955-03-07,1998-08-20,9999-01-01,Research
103834,Sachar,Binkley,1962-05-05,1999-02-13,9999-01-01,Development
103871,Lakshmi,Jumpertz,1955-10-14,1999-11-21,9999-01-01,Development
103900,Sreenivas,Murillo,1956-07-24,1998-01-04,9999-01-01,Development
103912,Kankanahalli,Ibel,1952-10-02,1999-11-07,9999-01-01,Customer Service
104063,Bilhanan,Lunt,1963-09-06,1998-03-26,9999-01-01,Production
104117,Prasadram,Raczkowsky,1953-10-27,1998-12-24,9999-01-01,Customer Service
104141,Mingsen,Porotnikoff,1963-12-06,1998-12-14,9999-01-01,Production
104149,Arch,Krogh,1962-02-17,1998-06-23,9999-01-01,Finance
104186,Kenroku,Narahari,1963-08-16,1999-05-20,9999-01-01,Production
104252,Bangqing,Collette,1963-03-09,1998-04-17,9999-01-01,Development
104268,Vasiliy,Nourani,1960-07-05,1999-12-14,9999-01-01,Human Resources
104333,Aiichiro,Syrotiuk,1953-02-15,1998-03-12,9999-01-01,Sales
104350,Bodo,Lindenbaum,1961-01-22,1999-08-09,9999-01-01,Quality Management
104451,Chinhyun,Bain,1957-09-05,1998-04-14,9999-01-01,Production
104475,Aksel,Luks,1954-07-02,1998-07-06,9999-01-01,Production
104500,Henk,Kieras,1953-02-03,1998-07-15,9999-01-01,Production
104538,Marko,Klyachko,1963-04-29,1999-08-12,9999-01-01,Sales
104569,Szabolcs,Peris,1955-06-22,1999-10-19,9999-01-01,Human Resources
104639,Theron,Escriba,1960-06-19,2001-05-08,9999-01-01,Research
104653,Herb,Belinskaya,1959-07-17,1999-03-06,9999-01-01,Production
104659,Subhash,Lieblein,1955-03-24,1999-04-27,9999-01-01,Development
104853,Tremaine,Cullers,1960-01-06,1998-11-24,9999-01-01,Production
104871,Barna,Perelgut,1961-01-13,1998-01-13,9999-01-01,Customer Service
104954,Torsten,Veccia,1954-03-07,1999-07-27,9999-01-01,Development
105048,Frederique,Veccia,1962-01-27,1999-07-08,9999-01-01,Production
105066,Sashi,Staelin,1963-01-29,1999-10-20,9999-01-01,Finance
105200,Mrinalini,Mahnke,1957-11-07,1999-12-03,9999-01-01,Development
105260,Bernt,Ratnaker,1958-06-07,1998-08-19,9999-01-01,Development
105345,Yucai,Schauser,1954-03-25,1998-10-01,9999-01-01,Customer Service
105403,Youjian,Seiwald,1957-09-09,1999-02-19,9999-01-01,Quality Management
105435,Spyrose,Coney,1953-03-17,1999-06-30,9999-01-01,Development
105452,Juyoung,Welham,1955-02-13,1999-06-19,9999-01-01,Sales
105516,Eishiro,Hebert,1953-04-05,1998-09-15,9999-01-01,Production
105652,Arlette,Comyn,1961-06-10,1999-05-25,9999-01-01,Development
105669,Basem,Michaels,1959-01-30,1998-08-24,9999-01-01,Sales
105856,Yuqun,Gubsky,1961-10-14,1998-11-18,9999-01-01,Marketing
105885,Stamatina,Basawa,1954-02-20,1999-10-04,9999-01-01,Development
105941,Xinyu,Conde,1958-03-27,1998-08-28,9999-01-01,Research
105953,Mahendra,Shobatake,1964-02-14,1999-06-19,9999-01-01,Human Resources
105982,Jeong,Percebois,1952-08-12,1999-03-07,9999-01-01,Quality Management
106366,Matk,Thiria,1957-07-19,1999-06-28,9999-01-01,Development
106379,Jordanka,Cappelletti,1959-07-15,1999-06-25,9999-01-01,Development
106388,Nikolaos,Emiris,1959-08-06,1998-04-22,9999-01-01,Sales
106507,Saeed,Vendrig,1961-01-15,1999-03-30,9999-01-01,Sales
106580,Lene,Birta,1959-04-22,1999-06-18,9999-01-01,Sales
106631,Phuoc,Raoux,1954-08-03,1999-07-01,9999-01-01,Development
106688,Rafols,Jeansoulin,1958-05-15,1998-11-18,9999-01-01,Research
106698,Xiaoqiang,Haddadi,1954-02-18,1998-09-13,9999-01-01,Production
106921,Jaber,Schlumberger,1958-11-17,1998-10-30,9999-01-01,Development
106944,Sergi,Wixon,1956-04-18,1999-08-15,9999-01-01,Production
106947,Mohua,Serra,1953-05-14,2001-07-26,9999-01-01,Production
107004,Yuriy,Peac,1959-02-12,2000-06-02,9999-01-01,Quality Management
107022,Pranay,Basagni,1964-10-14,2001-01-14,9999-01-01,Production
107028,Gro,Rande,1961-01-27,1999-06-19,9999-01-01,Sales
107056,Xumin,Pesch,1958-07-18,1998-12-19,9999-01-01,Sales
107174,Adib,Perez,1960-05-12,1998-08-18,9999-01-01,Development
107178,Martins,Linnainmaa,1955-12-30,1999-09-14,9999-01-01,Development
107196,Toney,Improta,1961-05-11,1998-02-03,9999-01-01,Development
107220,Vishu,Vieth,1956-03-12,1998-06-09,9999-01-01,Customer Service
107222,Shaz,Pramanik,1957-12-12,1998-05-20,9999-01-01,Production
107259,Gilbert,Hagimont,1958-12-19,1999-09-20,9999-01-01,Development
107729,Persi,Perna,1963-08-02,1998-11-09,9999-01-01,Finance
107817,Marsha,Velasco,1953-08-03,1999-09-22,9999-01-01,Human Resources
107836,Sibyl,Gyimothy,1957-09-08,1998-10-23,9999-01-01,Quality Management
107903,Ortrud,Merey,1957-04-30,1998-05-19,9999-01-01,Production
108012,Sajjad,Mahmud,1959-10-19,1999-03-16,9999-01-01,Production
108045,Ranga,Sinicrope,1954-10-01,1998-03-06,9999-01-01,Sales
108187,Martina,Hennings,1955-12-03,1998-12-17,9999-01-01,Production
108201,Mariangiola,Boreale,1955-04-14,2000-01-01,9999-01-01,Production
108204,Ibibia,Penz,1954-07-22,1998-06-07,9999-01-01,Development
108388,Adil,Felder,1963-04-22,1999-12-08,9999-01-01,Development
108443,Lenore,Polajnar,1952-08-01,1999-09-11,9999-01-01,Sales
108510,Ingemar,Unni,1959-06-23,1999-08-27,9999-01-01,Customer Service
108577,Utpal,Sherertz,1958-07-29,1999-01-27,9999-01-01,Production
108611,Goh,Dymetman,1963-08-03,1999-03-28,9999-01-01,Production
108618,Nathan,Birnbaum,1956-01-05,1999-01-29,9999-01-01,Production
108645,Chuanyi,Whittlesey,1958-05-31,1999-06-11,9999-01-01,Development
108665,Heeju,Parascandalo,1954-01-22,1999-07-24,9999-01-01,Development
108666,Gino,Spinelli,1957-09-30,1998-09-01,9999-01-01,Human Resources
108697,Quingbo,Kambil,1963-05-28,1999-10-30,9999-01-01,Production
108895,Basim,Collavizza,1959-06-30,1999-12-04,9999-01-01,Sales
108934,Alassane,Stemann,1958-10-05,2000-01-01,9999-01-01,Development
108961,Jianhua,Piveteau,1962-11-13,1999-01-02,9999-01-01,Customer Service
109022,Fumino,Akiyama,1959-12-04,1999-07-01,9999-01-01,Production
109138,Theron,Fujisawa,1953-01-04,1998-08-07,9999-01-01,Sales
109143,Tianruo,Morrow,1964-01-27,1999-08-06,9999-01-01,Development
109162,Munehiro,Schonegge,1963-07-02,1998-02-24,9999-01-01,Production
109299,Vasiliy,Baca,1960-04-18,1998-11-30,9999-01-01,Sales
109364,Kerhong,Dalton,1960-09-02,1998-11-21,9999-01-01,Customer Service
109371,Gunilla,Penz,1952-12-06,1998-09-17,9999-01-01,Development
109402,Martijn,Roisin,1952-03-12,1999-04-02,9999-01-01,Quality Management
109445,Kazunori,Wendorf,1955-01-04,1999-10-02,9999-01-01,Research
109459,Adas,Soloway,1962-07-10,1998-12-30,9999-01-01,Marketing
109482,Herb,Koblick,1964-12-28,1998-09-30,9999-01-01,Production
109633,Zhaofang,Vendrig,1963-02-23,1998-05-02,9999-01-01,Development
109673,Gian,Mapelli,1954-05-17,2001-10-17,9999-01-01,Production
109715,Subhash,Miyakawa,1954-05-23,1998-06-18,9999-01-01,Sales
109736,Rasiah,Schach,1955-11-01,1998-06-22,9999-01-01,Production
109779,Soenke,Stamatiou,1953-04-06,1998-08-28,9999-01-01,Research
109877,Shigehiro,Anido,1959-07-19,2001-06-26,9999-01-01,Customer Service
200007,Danae,Rouquie,1957-09-11,1998-06-05,9999-01-01,Production
200067,Kerhong,Narahara,1960-11-14,2002-06-29,9999-01-01,Quality Management
200103,Debaprosad,Baby,1953-02-09,1998-02-23,9999-01-01,Development
200154,Kazuhisa,Schwabacher,1960-03-07,1999-05-07,9999-01-01,Production
200412,Kazuhisa,Maksimenko,1958-06-13,1998-08-08,9999-01-01,Quality Management
200436,Douadi,Rusterholz,1959-03-03,1999-05-25,9999-01-01,Development
200477,Weidon,Mahnke,1955-04-08,1999-10-10,9999-01-01,Development
200606,Masaki,Yoshizawa,1960-07-29,1998-10-01,9999-01-01,Production
200670,Claudi,Shobatake,1961-04-02,1998-07-08,9999-01-01,Development
200723,Honesty,Paludetto,1956-02-18,1999-08-16,9999-01-01,Development
200725,Nikolaos,Buchter,1952-11-28,1998-05-13,9999-01-01,Development
200732,Arto,McClure,1959-06-09,1998-07-19,9999-01-01,Customer Service
200738,Mads,Bach,1955-09-30,1999-10-31,9999-01-01,Production
200746,Tremaine,Lorho,1954-01-07,2000-04-06,9999-01-01,Sales
200748,Yifei,Schaad,1961-12-14,1998-09-26,9999-01-01,Customer Service
200860,Gino,Brickell,1955-09-11,1999-04-17,9999-01-01,Finance
201016,Horward,Domenig,1963-04-10,1998-01-31,9999-01-01,Sales
201131,Shalesh,Erie,1955-09-30,1998-05-26,9999-01-01,Production
201197,Yongmao,Eugenio,1962-07-12,2000-03-10,9999-01-01,Quality Management
201236,Ebbe,Bennis,1958-11-06,1999-05-22,9999-01-01,Production
201271,Huai,Lanphier,1963-12-24,1998-08-01,9999-01-01,Research
201292,Doohun,Noriega,1962-01-08,1998-10-06,9999-01-01,Quality Management
201297,Chaosheng,Hennebert,1954-04-29,1999-02-20,9999-01-01,Human Resources
201337,Constantijn,Bennis,1961-06-06,2001-09-28,9999-01-01,Marketing
201399,Khosrow,Kropatsch,1953-01-03,1998-11-10,9999-01-01,Production
201452,Karsten,Alpin,1959-04-19,1998-06-26,9999-01-01,Production
201562,Aleksander,Borovoy,1957-11-06,1999-08-08,9999-01-01,Marketing
201605,Yannik,Peron,1959-06-07,1999-05-08,9999-01-01,Production
201623,Noritoshi,Krybus,1964-08-19,1999-08-09,9999-01-01,Human Resources
201667,Chaosheng,Wielonsky,1957-02-03,1998-05-14,9999-01-01,Human Resources
201689,Shay,Merey,1963-08-15,1999-09-15,9999-01-01,Production
201702,Teruyuki,Doering,1964-01-07,1998-10-19,9999-01-01,Customer Service
201719,Yonghong,Pappas,1959-02-09,1999-12-08,9999-01-01,Research
201780,Franziska,Pardalos,1952-05-05,1999-07-15,9999-01-01,Human Resources
201805,Somnath,Montemayor,1957-09-05,1999-01-15,9999-01-01,Quality Management
201945,Khoa,Liedekerke,1960-07-20,1999-03-25,9999-01-01,Development
201978,Ronnie,Zallocco,1959-08-23,2001-10-14,9999-01-01,Development
202026,Maria,Peternell,1953-05-31,1999-11-06,9999-01-01,Customer Service
202076,Zeljko,Frolund,1954-07-23,1998-05-01,9999-01-01,Production
202093,Filipp,Bellone,1955-12-04,1998-02-01,9999-01-01,Sales
202156,Arunas,Rathonyi,1952-10-29,2000-02-01,9999-01-01,Production
202221,Shridhar,Mattern,1964-01-11,1998-04-18,9999-01-01,Marketing
202354,Jeong,Siochi,1956-04-15,1998-01-15,9999-01-01,Sales
202378,Sadun,Tanemo,1955-08-25,1998-08-13,9999-01-01,Development
202491,Kristian,Mamelak,1953-01-31,1999-08-01,9999-01-01,Customer Service
202501,Sajjad,Chinin,1962-07-22,1999-12-21,9999-01-01,Customer Service
202563,Joydip,Peha,1959-08-16,1998-11-01,9999-01-01,Production
202588,Ranan,Matzke,1954-10-27,1998-09-11,9999-01-01,Marketing
202635,Yongmao,Gulla,1955-05-19,1999-12-15,9999-01-01,Quality Management
202678,Ziya,Rousseau,1955-07-28,1998-09-08,9999-01-01,Quality Management
202819,Ottavia,Atrawala,1957-09-04,1998-11-19,9999-01-01,Sales
202822,Marl,Perry,1962-06-09,1999-01-17,9999-01-01,Development
202832,Anwar,Antonisse,1960-10-31,1999-09-29,9999-01-01,Development
202939,Youssef,Itschner,1958-08-31,2000-01-01,9999-01-01,Marketing
203127,Mats,Gils,1956-09-14,1998-06-21,9999-01-01,Sales
203201,Sudharsan,Christ,1964-04-23,1998-12-05,9999-01-01,Customer Service
203220,Moon,Tomescu,1963-07-30,1998-10-12,9999-01-01,Production
203241,Venkatesan,Cools,1953-04-09,1998-02-05,9999-01-01,Production
203297,Kwok,Ginneken,1953-03-31,1998-04-19,9999-01-01,Production
203299,Girolamo,Binkley,1952-07-14,2001-05-18,9999-01-01,Marketing
203423,Mori,Kading,1953-01-09,1999-01-05,9999-01-01,Production
203435,Gal,Validov,1956-01-30,1999-11-30,9999-01-01,Sales
203475,Sivanarayana,Schaap,1957-05-26,1998-11-29,9999-01-01,Quality Management
203702,Abdulla,Glowinski,1954-11-14,1999-05-21,9999-01-01,Sales
203757,Licheng,Perin,1962-11-15,1999-04-28,9999-01-01,Development
203800,Krassimir,Schreiter,1953-10-05,1999-03-12,9999-01-01,Production
203890,Jinpo,Chenoweth,1958-04-15,1998-08-20,9999-01-01,Development
203971,Gou,Ponthieu,1953-09-28,1998-09-18,9999-01-01,Production
204073,Srinidhi,Zongker,1954-04-03,1999-11-20,9999-01-01,Human Resources
204118,Ennio,Loncour,1963-04-05,1998-08-21,9999-01-01,Quality Management
204238,Xumin,Ginesta,1963-10-27,1998-01-19,9999-01-01,Finance
204394,Sachar,Ghalwash,1962-12-25,1998-12-21,9999-01-01,Production
